Quebra 1 ;Quebra 2 ;Código Natureza Despesa;Descrição Natureza Despesa;Código Categoria;Descrição Categoria;Tipo Empenho;Valor Empenhado Período;Valor Empenhado Acumulado;Valor Estorno;Valor Processado;Valor Anulado;Valor O.P;Valor O.P Baixada Período;Valor O.P Baixada Acumulado;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;1;Assinaturas De Periódicos E Anuidades;Orçamentário;918,1;918,1;459,05;459,05;0;459,05;353,19;353,19;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;92313,08;92313,08;0;60250,26;0;60250,26;60250,26;60250,26;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;70000;70000;0;70000;0;70000;70000;70000;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;821941,28;821941,28;0;687452,23;0;687452,23;663452,23;663452,23;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;4891,03;4891,03;0;4891,03;0;4891,03;4891,03;4891,03;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;3977613,6;3977613,6;1663235,36;2258118,24;0;2258118,24;2258118,24;2258118,24;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;8273443,9;8273443,9;859338,11;5715273,17;0;5715273,17;5660142,48;5660142,48;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;14269443,55;14269443,55;3853819,18;8511476,1;0;8511476,1;7653084,93;7653084,93;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;43;Serviços De Energia Elétrica;Orçamentário;1500;1500;188,43;1033,94;0;1033,94;1033,94;1033,94;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;44;Serviços De Água E Esgoto;Orçamentário;113700;113700;0;104555,42;0;104555,42;104555,42;104555,42;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;45;Serviços De Gás;Orçamentário;219500;219500;0;127915,68;0;127915,68;127915,68;127915,68;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;50;Serviço Médico-Hospitalar, Odontológico E Laboratoriais;Orçamentário;269219363,78;269219363,78;49085180,47;196856955,85;0;196856955,85;194282221,05;194282221,05;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;61;Serviços De Socorro E Salvamento;Orçamentário;7494;7494;0;7494;0;7494;4950;4950;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;63;Serviços Gráficos;Orçamentário;201852,6;201852,6;161870;25310;0;25310;25310;25310;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;72;Vale-Transporte;Orçamentário;7374087,91;7374087,91;4635018,47;2739069,44;0;2739069,44;2739069,44;2739069,44;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;77;Vigilância Ostensiva;Orçamentário;13536575,86;13536575,86;3908840,55;8485098,82;0;8485098,82;7569634,9;7569634,9;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;78;Limpeza E Conservação;Orçamentário;31358066,02;31358066,02;95146,2;28578345,86;0;28578345,86;28570724,36;28570724,36;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;79;Serviço De Apoio Administrativo, Técnico E Operacional;Orçamentário;19452;19452;0;19452;0;19452;19452;19452;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;173776,87;173776,87;4592,79;148073,28;0;148073,28;148073,28;148073,28;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;92;Tarifas Bancárias - Pagamento;Orçamentário;10000;10000;8925,71;1074,29;0;1074,29;1074,29;1074,29;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;93;Tarifas Bancárias - Folha De Pagamento;Orçamentário;32869,6;32869,6;26127,68;6741,92;0;6741,92;6741,92;6741,92;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;94;Aquisição De Softwares De Aplicação;Orçamentário;3680;3680;0;0;0;0;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;95;Manutenção E Conservação De Equipamentos De  Processamento De Dados;Orçamentário;2725,94;2725,94;,07;2725,87;0;2725,87;2725,87;2725,87;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;98;Tarifas Bancárias - Recebimento;Orçamentário;157000;157000;110639,01;46360,99;0;46360,99;46360,99;46360,99;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;168457691,85;168457691,85;28597574,77;130980976,35;0;130980976,35;122545942,63;122545942,63;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;24;Telefonia Fixa E Móvel - Pacote De Comunicação De Dados ;Orçamentário;7625,26;7625,26;10;6666,85;0;6666,85;6666,85;6666,85;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;6294150,14;6294150,14;63134,61;5111453,29;0;5111453,29;4779808,09;4779808,09;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339046;Auxílio - Alimentação;1;Indenização Auxílio Alimentação;Orçamentário;569200;569200;171678,71;397521,29;0;397521,29;397521,29;397521,29;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339048;Outros Auxílios Financeiros A Pessoas Fisícas;99;Demais Auxílios Financeiros A Pessoas Físicas;Orçamentário;336600;336600;13713,52;322886,48;0;322886,48;322886,48;322886,48;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339049;Auxílio - Transporte;1;Indenização Auxílio Transporte;Orçamentário;235800;235800;12041,66;223758,34;0;223758,34;223758,34;223758,34;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339091;Sentenças Judiciais;14;Sentenças Judiciais;Orçamentário;9098,22;9098,22;4549,11;4549,11;0;4549,11;4549,11;4549,11;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339091;Sentenças Judiciais;15;Sentenças Judiciais De Pequeno Valor;Orçamentário;39602,68;39602,68;0;39602,68;0;39602,68;39602,68;39602,68;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339091;Sentenças Judiciais;99;Diversas Sentenças;Orçamentário;508721,69;508721,69;61926,26;111055,15;0;111055,15;56086,81;56086,81;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339092;Despesas De Exercícios Anteriores;30;Material De Consumo;Orçamentário;9080073,14;9080073,14;26182;9027931,59;0;9027931,59;7647380,19;7647380,19;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339092;Despesas De Exercícios Anteriores;36;Outros Serviços De Terceiros - Pessoa Física;Orçamentário;12409,38;12409,38;0;12409,38;0;12409,38;12409,38;12409,38;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339092;Despesas De Exercícios Anteriores;39;Outros Serviços De Terceiros - Pessoa Jurídica;Orçamentário;8527929,77;8527929,77;27559,06;8291712,93;0;8291712,93;8164143,93;8164143,93;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339092;Despesas De Exercícios Anteriores;91;Sentenças Judiciais;Orçamentário;77248,08;77248,08;20640,91;56607,17;0;56607,17;56607,17;56607,17;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339093;Indenizações E Restituições;2;Restituições;Orçamentário;11040;11040;0;11040;0;11040;11040;11040;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;339239;Outros Serviços De Terceiros - Pessoa Jurídica;0;Outros Serviços De Terceiros - Pessoa Jurídica;Orçamentário;113877,34;113877,34;0;113877,34;0;113877,34;113877,34;113877,34;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449051;Obras E Instalações;91;Obras Em Andamento;Orçamentário;26000;26000;0;0;0;0;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449052;Equipamentos E Material Permanente;8;Aparelhos, Equipamentos, Utensílios Médico-Odontológico, Laboratorial E Hospitalar;Orçamentário;7156520,47;7156520,47;479171,37;6144550,18;0;6144550,18;3827743,14;3827743,14;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449052;Equipamentos E Material Permanente;34;Máquinas, Utensílios E Equipamentos  Diversos;Orçamentário;816910;816910;0;816910;0;816910;816910;816910;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;1929635,6;1929635,6;193400;1542835,6;0;1542835,6;1542835,6;1542835,6;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449052;Equipamentos E Material Permanente;48;Veículos Diversos;Orçamentário;1516000;1516000;1516000;0;0;0;0;0;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;7374572,75;7374572,75;3653157,25;3529269,37;0;3529269,37;1409602,96;1409602,96;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;57750;57750;0;57750;0;57750;57750;57750;
15-SECRETARIA MUNICIPAL DE SAÚDE;-;449093;Indenizações E Restituições;0;Indenizações E Restituições;Orçamentário;293827,36;293827,36;0;293827,36;0;293827,36;293827,36;293827,36;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;4472403,24;4472403,24;29392,21;4443011,03;0;4443011,03;4443011,03;4443011,03;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;371233,4;371233,4;0;371233,4;0;371233,4;371233,4;371233,4;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;67057882,21;67057882,21;4412287,21;62645595;0;62645595;62645595;62645595;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;5612176,23;5612176,23;7926,84;5604249,39;0;5604249,39;5604249,39;5604249,39;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;1200000;1200000;451988,8;748011,2;0;748011,2;748011,2;748011,2;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;45;Férias - Abono Constitucional;Orçamentário;1200000;1200000;1200000;0;0;0;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;319092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;30000;30000;10385,49;19614,51;0;19614,51;19614,51;19614,51;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;336045;Subvenções Econômicas;0;Subvenções Econômicas;Orçamentário;135655711,02;135655711,02;50455711,02;77868274,74;0;77868274,74;77868274,74;77868274,74;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;66225,62;66225,62;45425,62;20800;0;20800;20800;20800;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;3018972,78;3018972,78;707770,95;2034768,28;0;2034768,28;2034768,28;2034768,28;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;4141,2;4141,2;0;0;0;0;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;100337,38;100337,38;0;34004,55;0;34004,55;34004,55;34004,55;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;149184,18;149184,18;0;44286,62;0;44286,62;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;23;Uniformes, Tecidos E Aviamentos;Orçamentário;654775,6;654775,6;335330;41565;0;41565;41565;41565;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;874930,32;874930,32;505280;8822,05;0;8822,05;8822,05;8822,05;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;45;Jetons E Gratificações A Conselheiros;Orçamentário;457260;457260;86330;324890;0;322570;322570;322570;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;99;Outros Serviços;Orçamentário;443890;443890;15780;394930;0;394930;394930;394930;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339037;Locação De Mao-De-Obra;3;Vigilância Ostensiva;Orçamentário;1527654,15;1527654,15;347671,65;1079593,45;0;1079593,45;979499,14;979499,14;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339037;Locação De Mao-De-Obra;99;Outras Locações De Mão-De-Obra;Orçamentário;468798,73;468798,73;40619,24;302927,01;0;302927,01;302927,01;302927,01;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;800649,41;800649,41;0;662536,96;0;662536,96;662536,96;662536,96;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;8362249,14;8362249,14;87607,81;7523211,94;0;7523211,94;7523211,94;7523211,94;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;120582,11;120582,11;0;0;0;0;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;42880;42880;0;42880;0;42880;42880;42880;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;20;Manutenção E Conservação De Bens Móveis De Outras Naturezas;Orçamentário;220600;220600;0;192960;0;192960;192960;192960;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;37;Juros;Orçamentário;14740,75;14740,75;0;14740,75;0;14740,75;14740,75;14740,75;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;1373754,2;1373754,2;83474;790166,9;0;790166,9;778447,1;778447,1;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;69;Seguros Em Geral;Orçamentário;10068;10068;0;3356;0;3356;3356;3356;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;98;Tarifas Bancárias - Recebimento;Orçamentário;10000;10000;0;3702,34;0;3702,34;3702,34;3702,34;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;47924464,63;47924464,63;17911574,69;25263271,34;0;25263271,34;24592025,82;24592025,82;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;2;Locacao De Equipamentos De Tic - Computadores;Orçamentário;300686,8;300686,8;0;299614,9;0;299614,9;299614,9;299614,9;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;4; Locacao De Equipamentos De Tic - Impressoras;Orçamentário;145166,92;145166,92;0;72583,46;0;72583,46;72583,46;72583,46;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;24;Telefonia Fixa E Móvel - Pacote De Comunicação De Dados ;Orçamentário;23991,7;23991,7;0;3215,7;0;3215,7;3215,7;3215,7;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;3373185,38;3373185,38;325177,75;2560343,37;0;2560343,37;2560343,37;2560343,37;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;268283,8;268283,8;0;0;0;0;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339093;Indenizações E Restituições;1;Indenizações;Orçamentário;107860,57;107860,57;0;94080,24;0;94080,24;94080,24;94080,24;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339093;Indenizações E Restituições;2;Restituições;Orçamentário;28606,59;28606,59;1194,13;27412,46;0;27412,46;27412,46;27412,46;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339093;Indenizações E Restituições;7;Indenização De Moradia;Orçamentário;145670,97;145670,97;55682,05;89488,51;0;89488,51;60576,88;60576,88;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;339093;Indenizações E Restituições;99;Diversas Indenizações E Restituições;Orçamentário;72969,02;72969,02;0;71775,8;0;71775,8;71775,8;71775,8;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;449051;Obras E Instalações;80;Estudos E Projetos;Orçamentário;500000;500000;0;500000;0;500000;500000;500000;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;247709,59;247709,59;0;0;0;0;0;0;
16-SECRETARIA MUNICIPAL DE TRÂNSITO E TRANSPORTE;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;678391,48;678391,48;0;0;0;0;0;0;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319001;Aposentadorias E Reformas;1;Proventos - Pessoal Civil;Orçamentário;377364969,78;377364969,78;33918496,77;343446473,01;0;343446473,01;343446473,01;343446473,01;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319001;Aposentadorias E Reformas;6;13º Salário - Pessoal Civil;Orçamentário;30455000;30455000;2460989,2;27994010,8;0;27994010,8;27994010,8;27994010,8;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319003;Pensões;1;Pessoal Civil;Orçamentário;85200000;85200000;7810895,94;77389104,06;0;77389104,06;77389104,06;77389104,06;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319003;Pensões;3;13º Salário - Pessoal Civil - Pensionistas;Orçamentário;6612063;6612063;452119,84;6159943,16;0;6159943,16;6159943,16;6159943,16;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;3752509;3752509;391342,17;3361166,83;0;3361166,83;3361166,83;3361166,83;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;315985,6;315985,6;60463,9;255521,7;,01;255521,69;255521,69;255521,69;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;10619374,45;10619374,45;771054,79;9848319,66;0;9848319,66;9848319,66;9848319,66;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;825000;825000;11020,8;813979,2;0;813979,2;813979,2;813979,2;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;318779,22;318779,22;92790,83;225988,39;0;225988,39;225988,39;225988,39;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319013;Obrigações Patronais;2;Contribuições Previdenciárias - Inss;Orçamentário;2270811;2270811;325684,18;1916980,31;0;1916980,31;1916980,31;1916980,31;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319013;Obrigações Patronais;8;Contribuições Previdenciárias - Rpps - Pessoal Ativo;Orçamentário;11478,96;11478,96;0;11478,96;0;11478,96;11478,96;11478,96;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319013;Obrigações Patronais;99;Outras Obrigações Patronais;Orçamentário;88521,04;88521,04;0;82591,46;0;82591,46;82591,46;82591,46;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;8;Sentença Judicial - Ativo Civil;Orçamentário;408,85;408,85;0;408,85;0;408,85;408,85;408,85;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;20;Depósitos Judiciais;Orçamentário;6580,11;6580,11;0;6580,11;0;6580,11;6580,11;6580,11;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;25;Honorários Sucumbenciais De Precatórios;Orçamentário;72012,38;72012,38;0;72012,38;0;72012,38;72012,38;72012,38;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;26;Sentença Judicial De Pequeno Valor - Ativo Civil;Orçamentário;277627,48;277627,48;0;277627,48;0;277627,48;277627,48;277627,48;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;28;Sentença Judicial De Pequeno Valor - Inativo Civil;Orçamentário;210900,35;210900,35;0;210900,35;0;210900,35;210900,35;210900,35;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319091;Sentenças Judiciais;99;Outras Sentenças Judiciais;Orçamentário;237816,5;237816,5;1228,45;236588,05;0;236588,05;236588,05;236588,05;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319092;Despesas De Exercícios Anteriores;13;Obrigações Patronais;Orçamentário;2000000;2000000;1358120,32;641879,68;0;641879,68;641879,68;641879,68;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;319092;Despesas De Exercícios Anteriores;31;Aposentadorias, Reserva Remunerada E Reformas;Orçamentário;16895,01;16895,01;0;16895,01;0;16895,01;16895,01;16895,01;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;22550;22550;0;22550;0;22550;22550;22550;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;290667;290667;208628,62;65085,22;0;65085,22;65085,22;65085,22;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;96521;96521;31690;8295,1;0;8295,1;8295,1;8295,1;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;23646,47;23646,47;0;23646,47;0;23646,47;23646,47;23646,47;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;133343,5;133343,5;49362,52;48931,43;6755,37;42176,06;42176,06;42176,06;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;204862,2;204862,2;0;115805,61;0;115805,61;115805,61;115805,61;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339035;Serviços De Consultoria;1;Assessoria E Consultoria Técnica Ou Jurídica;Orçamentário;1124982,61;1124982,61;0;1059709,98;0;1059709,98;944522,98;944522,98;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339035;Serviços De Consultoria;99;Outros Serviços De Consultoria;Orçamentário;359282;359282;33328,33;312066,92;0;312066,92;312066,92;312066,92;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;45;Jetons E Gratificações A Conselheiros;Orçamentário;757440;757440;19380;738060;0;738060;738060;738060;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339037;Locação De Mao-De-Obra;1;Apoio Administrativo, Técnico E Operacional;Orçamentário;4711972,95;4711972,95;203225,92;4064315,97;0;4064315,97;4064315,97;4064315,97;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339037;Locação De Mao-De-Obra;2;Limpeza E Conservação;Orçamentário;1410038,57;1410038,57;72361,97;1276707,24;0;1276707,24;1264222,56;1264222,56;
18-SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO;-;339037;Locação De Mao-De-Obra;3;Vigilância Ostensiva;Orçamentário;2920635,54;2920635,54;390223,21;2150920,42;0;2150920,42;1962233,12;1962233,12;
